post_id;text;image_url;views_count
714657;"Грустный пост   Года 3 назад уже знакомила вас с Кокси,которая прибилась ко мне пузатенькой с киндер сюрпризом.   В апреле этого года я заметила,что она кричит больше,чем обычно,когда её берёшь на руки ""подмышки"". Меня это забеспокоило и мы поехали к врачу,который нам сказал,что скорее всего у неё болит животик и прописал диетический корм. Лучше ей не становилось,сделали УЗИ живота,кровь сдали. Все в норме. Но в конце апреля она стала плохо ходить,пошли к ортопеду на рентгене все хорошо-прописали обезбол и при отсутствии динамики-мрт. Ко дню мрт она уже почти волочила задние лапки,а после мрт совсем задние лапы перестали функционировать. На мрт-эпидуральная гематома и отёк спинного мозга в грудном отделе. Я без понятия как,никто упаси Господи не мог её ударить,побить,откуда-то скинуть. Единственный вариант,что она очень любила прыгать,когда мы играли и ударилась каким-то образом. Больше предположений у меня не было и нет до сих пор... Я сделала для неё все,водила к врачу каждый день,на капельницы,колола сама,делала массаж мочевого пузыря (так как она не ходила в туалет по маленькому сама...). Вроде ей было лучше. Но как только врач отменил капельницы...за 2 дня кошка просто совсем превратилась в овощ. Я была готова,что она никогда не будет больше ходить и что ей каждый день нужен будет массаж мочевого пузыря,лишь бы она жила,но естественно не имея боли при этом.В последний раз своей более менее активности она мурчала рядом со мной,утыкалась мне в руку...   Утром 24 мая я поняла,что у неё парализовало и передние лапы,ещё она стала громко и тяжело дышать. Повезла в клинику врач сказал,что отёк пополз вверх и у неё уже начинается отёк дыхательного центра. Я будто была готова к плохому исходу,но в моменте поняла,что нет. В общем приняли решение её усыпить... Потому что естественная смерть наступила бы от асфиксии в муках. Она прожила со мной почти 4 года,я очень ей благодарна за любовь и ласку. Надеюсь,она прожила хорошую кошачью жизнь со мной.  Спи спокойно,моя малышка Кокси?????";https://sun9-52.userapi.com/s/v1/ig2/uoiXoy5bNT3os9eT98wLlwbOEOzWaR-j1WFY2tGv73AFJEqTdUe13oZM6WE82PF48f-12-5iEhXD271dPcSFz2Gu.jpg?quality=95&as=32x37,48x56,72x83,108x125,160x185,240x278,360x417,480x556,540x625,640x741,720x833,1080x1250,1280x1481,1440x1667,2212x2560&from=bu&u=aZnf942kS34rK2UvKHe3Z2uU9oxkb15imamcGv_25AA&cs=510x590;12900
714634;#help@kotrastet ??дом ??Москва и МО  Пушистый львенок Твикс ищет свою семью и дом  Мы решили спасти котейку с улицы, когда были лютые морозы. Всех его друзей, с которыми он играл летом, разобрали, и малыш остался совсем один. Его так и не пустили домой, когда отметка на градуснике показывала уже -25 С°...  Была цель: быстро найти новый дом. Но все оказалось не так просто, и Твиксику предстояло долгое и основательное лечение. И вот, оно, наконец, позади, и Твикс с нетерпением ждёт встречи с новой семьей.  Обладатель роскошной солнечной, словно позолоченной, шубки с таким же золотым характером. Замечательный котя, любвеобильный, ласковый, нежный. Обожает руки, ходит всюду хвостиком, при каждом удобном случае бодается и ласкается. Настоящий генератор урчания-мурчания.  Умный, активный, жизнерадостный, любит поиграть, но разум в безудержном веселье не теряет – все у него в меру. Успевает одновременно и с человеком пообщаться, и погладиться, и помурчать, и не забыть перекусить при этом вкусным кормом (ведь для игр нужны силы).  ??5 лет ??Привит ??Пролечен ??Обработан ??Кастрирован ??Приучен к лотку ??Ласковый и обнимательный мурчалкин ??Носитель ВИК (не опасен для людей и собак) ??Проведена операция на ушке  Если вы читаете это и понимаете, что это ваш кот – срочно звоните по телефонам для укотовления!??  +79037201276 Екатерина +79531574023 Юли  Альбом Твикса: https://vk.com/album-223933225_301228248;https://sun9-19.userapi.com/s/v1/ig2/NTRB2188IrqG13xGGqjkxbGmMoS8yBeVuTtyqVl9V7OjcciO5KXEZEZwHaZtystKFh2AvmxMDImpoSFkuB9onSh3.jpg?quality=95&as=32x48,48x72,72x108,108x162,160x240,240x359,360x539,480x719,540x808,640x958,720x1078,1080x1617,1280x1916,1440x2156,1710x2560&from=bu&u=mgbqcuYJ74VJWs01jjAWjgmDqpAe3oX58A-3wL5QNGg&cs=510x763;5778
714562;Принесла домой малышку в сентябре, когда было два с половиной месяца (1 фотография, первые шаги в новый дом). Очень активная, тактильная и ласковая девочка ? Многие как услышат что дома сиамская кошка, так сразу реагируют отрицательно, со словами «Злая наверное?». Этот котенок настолько много получает любви, что не может быть злюкой ??;https://sun9-41.userapi.com/s/v1/ig2/tXpuBxykfb8nfgxkxBaRwPANcF2Zpi0vbZ4344hdyUZCgwMbcyTvc6nkjXKEe7-u3Nlhs-m4_rx1M_GYNagp3084.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=4dHdSvZM2IKm9ceSTqCuJ8DgytF8sXoXgc8EhOpEHXc&cs=510x680;17099
714546;Мотя (Матвей/Мотик) Шотландец, 3 месяца Ездили забирать его из Тюмени, сейчас живёт в Екатеринбурге Наглый хулиган?? Но очень милый, игривый и нежный? Обожает охотиться и кусаться. Будь это игрушка, ноги или шторы - Матвею без разницы?? Любит спать в обнимку с рукой или плюшевой рыбой Владеет мячом почти как Месси??;https://sun9-8.userapi.com/s/v1/ig2/7sDCbfs3xR_uh3gMpeNm4fxELjhlZjkIixKK0jPGIrjR6NNTvRBaEiYgf-EelpyNThbivQb0KUJYPrk1iynrpmCe.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=xNiKmrdxS_QWfpdDazqYPegFnGhsoIxx3xNjEbY4Z_I&cs=510x680;10273
714530;всем привет. возможно кто-то нас помнят ещё маленькими, но если забыли то напомним! это Лёня ему год и он очень любит драться, спать с мамой и разговаривать на своём языке. ??  всем передаёт привет ?;https://sun9-48.userapi.com/s/v1/ig2/E2WYCp5R2HUEz_MRUIf3lfkU9saUpotAtbCbDO4GyCsA6cZIU-PWRELzhxZbFKKRXgfo5T1SyvhoHK55hhmFFegV.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=BNIWgdsF7MR6dJg3prowja5LKEtSJR4N6xx7h_EVXHc&cs=510x680;8848
714506;50 оттенков кисы Алисы) Мы тут уже появлялись  Киса чувствует себя замечательно Живет свою лучшую жизнь ??;https://sun9-11.userapi.com/s/v1/ig2/yrWJA7-dyhMnXt2te1uIzV82jwWU-J1gswob6DF-pzUk4DL5Ga8AY4Hlj7t8qtM-Fj5jWlF9GxtPIMU2_-VKlCbv.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=ll1junGhm8yE7vAwPLO07L4pv1hBp2BDfU-6v4Ax4dQ&cs=510x680;8538
714473;#help@kotrastet  ?? ищут дом семеро котят ??Тульская область, Донской??Москва, МО  Бездомная кошка окотилась у нас на участке, 2 недели откормила и ушла умирать.  Отда?м котят, их 7. Стараемся ухаживать за ними: обработали от блох, проглистовали, восстанавливаем им глазки.  Скоро отвез?м их ветеринару и постараемся устроить карантин для детей. Занимаемся подобным в первый раз и буду рада советам в комментариях. На авито выложили с рекламой.   Рассказываю про котят: -всем примерно по 2 месяца -нашли их в двухнедельном возрасте -один из малышей приставучий трактор, всегда есть до всего дело. Ляжет на Вас и будет до победного урчать -очень крупный, к рукам приучен, охотно на них лежит -нелюдимый, пока бегает от нас, но знает место -учится мяукать, пытается с нами заговорить  Остальные пока не сильно выделились, трое будут с длинной шерстью и четверо с гладкой.  Мы готовы оставить одного, но остальным хотим найти любящих укотовителей????  Если необходимо, то привез?м ближе к Вам (Тульская обл., МО, Москва)   К лотку приучаем, все ходят в туалет подальше от еды и лежанки.  Если Вас заинтересовали котята и хотите приехать, посмотреть - будем очень рады. Готовы прислать и видео, и дополнительные фото.  Находятся котята в Донском.;https://sun9-70.userapi.com/s/v1/ig2/wkZEsTHZP5Gos0nETC01aNj6thQDC5vJJhKkeu53HnF3J546mBfebkoRGdRBkTpnF06YTZYsUaQ2mM7QvTwJflr7.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2560x2560&from=bu&u=KQWF_VLNDUYg32fWLp5_sg3UO2zDyMdeF1FUruMQz9E&cs=510x510;6349
714431;Знакомьтесь,Шило?? Возраст 1 годик?? Любит грызть коробки,много кушать,мочить лапки в ванной и не давать спать маме с папой по утрам??;https://sun9-49.userapi.com/s/v1/ig2/H1YuPDxOezt6SxXNEe8ChMiR20GhoAWthXmhqE5gL5Kwqz3OxWCsD8NWguzr6e363r27fW7tF99XSmZlJAnQMqIi.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=wNAaLqkNDRf-3hgLBD9DLl2KJf2U4DWxl-AfAY2grME&cs=510x680;31121
714216;Всем привет! Меня зовут Kia и мне год??  1. Мама с папой забрали меня из Перми, ехали 6 часов, первое фото дома?? 2. Подрала тюль за которую маме пришлось платить ?? 3. Наблюдала за мамой и упала в ванну, сразу пошла какать?? 4. Распаковываю косметику  5. Смотрю как мама моется, но больше не лезу  6. Едем к бабушке 7. Мама узнала, что я беременна  8. Показываю котят маме 9. Выросли мои дети…;https://sun9-70.userapi.com/s/v1/ig2/tzl1mP3YaJV5At--06ejjM3NnfjDnyBqFFIZHZLZpRaPQxaMrNRKQgDH1Q7Yj3ckaFgcCrQBk-Ff6FRb-0PHIN8s.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=JVg5d8m9KdE5Jg-mKqZZZblHhi7ruKC4B6us9JVCho0&cs=510x680;84585
714185;Наша Асенька. Взяли по объявлению, потому что без кошки жить невозможно) Очень любит разговаривать и устраивать нам ультра насилие после еды Первые два фото - только забрали в новый дом;https://sun9-72.userapi.com/s/v1/ig2/6w64Ex0Q3GjuP7BifvDE5V5pLA7kBLw2Nvb7DJ4NZrxOJk5IaQngqamnN-aLoYwtN9Qq0lHBAwC-r4JIY8DQ2nHw.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=3IhgeazVGsKEKYDCowSDEAvTLd9zJy0T8X-WCCsQGU0&cs=510x680;31191
714161;Симба ??;https://sun9-46.userapi.com/s/v1/ig2/KIUXuB2hrdXaoLlCAx5wZyhE4h_9rHCr4yYazspI2UriGhceTXuLWWj_YBr-BylxqDoJVVcBt9CFED9_HcK7KAWw.jpg?quality=95&as=32x23,48x34,72x51,108x76,160x113,240x169,360x254,480x339,540x381,640x452,720x508,1080x762,1280x903,1440x1016,2560x1807&from=bu&u=_UbZhzvl3o6u9pbebbHQRxtBsFX7ki_TE4T97ZgxPOU&cs=510x360;24995
714143;Вчера я подобрал на улице котёнка, наверно возраст пару месяцев. А сестра и мать давно занимаются спасением кошек, сейчас у них живут 3 кота и 3 кошки, одну заберу себе, которая постоянно рычит на чёрного кота, не даёт ему проходу, ненавидит его с первого дня. Я вот первый раз решил спасти, чтобы жил у меня с Мархвой, кажется у них одинаковая окраска.  В общем сделали 2 капли ИН-АП от всех паразитов, ещё подлечиваем глаз, думаю вырастет хороший кот и они будут дружить с Мархвой?;https://sun9-32.userapi.com/s/v1/ig2/H2OBzPt3Y8hQccfAlpGWcv_KBD06wW2dZdxVWoPrWlAHX3rRdLDiaSQfI65J0m7EJQ8-kxh-p_885d76EW5p_yo9.jpg?quality=95&as=32x42,48x64,72x96,108x143,160x212,240x319,360x478,480x637,540x717,640x850,720x956,964x1280&from=bu&u=XU-VVaGf06EXBU-uGEw4_2MfNUwd4JIKvZBCTL6S8nQ&cs=510x677;22094
714102;#help@kotrastet  ?? дом ?? Москва и МО  Ищут дом 5 очаровательных котят (в посте поместилось 4, фото последнего будут в комментариях). Возраст примерно 2-3 месяца. 3 девочки, 2 мальчика. Все котята обработаны от паразитов и знают лоточек и когтеточку. Есть более ручные, есть игривые и поспокойнее. Я забрала их с улицы. Отдаются после собеседования в любящие семьи????;https://sun9-20.userapi.com/s/v1/ig2/iEnLVrvo5Z8eP16kLGDolK18ZGIvkzmu-WqNUL3NzBPDVWljfQnqOkp_29JPzp5MQpyO0M7JGE5OS3iBBU_Ljp7A.jpg?quality=95&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1621,1280x1921,1440x2161,1630x2446&from=bu&u=MJYM0NvwMUh5YXNF4ju5jZ_nYgwuW6BdafODaBYz-Hg&cs=510x765;6780
714093;;https://sun9-46.userapi.com/s/v1/ig2/Wv32AiHqaof_a-yAS2GZa18Ks8jUzw_PDg-DMcxBrDq7HPN3oGWGAacqtRJNv6tWW6SUH7DnSsvwnw08XvXx14lk.jpg?quality=95&as=32x39,48x59,72x89,108x133,160x197,240x295,360x443,480x590,540x664,640x787,720x885,1080x1328&from=bu&u=v8ZjDQMAtlINqzSVUwcS0m5HtVNe2qHIH5dTA5cWOgU&cs=510x627;18639
714063;Тиночка очень фотогеничная!;https://sun9-18.userapi.com/s/v1/ig2/lfP-axi8MGKyMg6TAR7dyIg5AV8lOXVnNQtVrsJGRAItqc42jK1Nri9Cbo8QaKH-fYMtC6-2wVjl7zSiXB0Ow5GP.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&u=S6qO9zzQ9TZBX_KSKLfj8MT8T4C-KDb09zdOdWEpdC0&cs=510x382;11173
714005;Маленький гадкий утеночек, оставшаяся без мамы в месяц, с облезшей от стресса и плохой еды шеей, благодаря любви и заботе трансформировалась в шикарнейшую котечку.  Когда мы её подобрали долго не могли придумать имя, а потом увидели, что за печеньки эта малыха готова была рвать глотки. Именно поэтому, знакомьтесь, Куки, для близких Кукичка, Кукиса и иногда Кукилд.  Сейчас это шикарная и любимейшая кошка с неимоверно большим чувством собственной важности.;https://sun9-65.userapi.com/s/v1/ig2/PgfQvd4BwcvcBlwquR7_L1yUVAI_JxSe8jEueeoh35P-C92B9R0M2tkk52hfbKSLmYxkPduC3SLaQOTIgnpitIRZ.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1536x2048&from=bu&u=son4xIxz20AIou272mxCpAOTbcnkI9GzR8llyX_lDuk&cs=510x680;25002
713988;А это снова Кент, который уже год как счастливый домашний кот со своими дурными привычками. Он настолько компаньон, что не может отпустить помыться в одиночестве. Все еще немного кривое, осуждающее и ласковое…;https://sun9-10.userapi.com/s/v1/ig2/sQRC7hkPMPdLn8GWfC2P--SWNWQHP4Ap01PMNdDer62r4aZKOFQP5jBt1YCDHgGpeg77CpnsJTS8nQjIXEVnY2tk.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=AfG95J_LgzBAifrC_o0R9fM-00P-GB_9jFaK9aqxL8U&cs=510x680;11383
713975;Дамы и господа, знакомьтесь - Буша??????  Из маленького больного котеночка с Авито, которого никто в 4 месяца не брал и которого физически наказывали(за болезнь и не умение контролировать ее проявления) в грациозную, темпераментную королеву???? Мимика этой кисы каждый божий раз заставляет меня хохотать) За 4 года проживания душа в душу, Буша научилась доверять: не пугаться громких звуков, не бояться людей и самое главное любить тискания и поглаживания. В самом начале она в ужасе убегала от руки ожидая удара.   К счастью, у этой малышки давно позади те жестокие времена. Сейчас у нас есть масса игр и любимый в две стороны ритуал: спать ложимся в определенном положении. Ладонь лежит на ее пузике, а ее лапка заброшена на мою руку??  Что хочется сказать: искренне не понимаю и отказываюсь понимать жестокость к животным.. и когда увидела это сообщество и видя новые посты в нем, как пушистые обретают дом и они счастливы, хочу сказать огромное спасибо каждому за то, что вы есть у своих булочек и дарите им любовь! Как же это ценно!?;https://sun9-15.userapi.com/s/v1/ig2/G1MRp_XMc3bVdjlg4cc_CNC7iWiJY1d-sPfjP5SwKSnxkWHfvFETxA0zyuf10g_Mg5KSDUbLNiYbQfQvO0nKzvoJ.jpg?quality=95&as=32x31,48x47,72x70,108x105,160x155,240x233,360x349,480x465,540x524,640x620,720x698,1080x1047,1280x1241&from=bu&u=y28D7rf1TY6hXO7CPA478rXte2VhUvhr_WOg2QBcYOg&cs=510x494;10108
713960;люблю своего яшкевича, ему 2 года.. стал старше меня по человеческим меркам  такой же придурковатый, как и раньше;https://sun9-7.userapi.com/s/v1/ig2/DgOJaXZe0S0lVpU04vsOTFa8zoLWf4ov65lNjTDiWYdDO3SvL1QnDzIx5Iz5DFEQLDqIKj_3Tl2uSbBI1dp3zHmM.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=je_mwZc5SJx6ZKX4PmH38eCo1JhnGOEGY8Hlj7yr0E4&cs=510x680;9836
713948;Филька, Филёк, Мистер Филкинс, Пискл, Филимоша, Фил, Филишпрот и ещё много чего:))  Я очень давно хотела завезти котёнка, такого маленького, скромного и несчастного. С улицы. Но у меня то у самой жилья не было)) И вот наконец все образовалось, но не так как представлялось))  Кажется, мы получили БЕНГАЛА. Заметили не сразу.   Прогуливаясь с супругом, пока машина в мойке, из кустов на дорогу, играючи, выбегает котёнок трёх месяцев. Охотно идёт на руки, мурчит и все вокруг его интересует. Поспрашивав у всех «чей он?», поняли, что наш))) Проходит время и все нам напрямую говорят, что он породистый. Мы давай читать. Разговорчивый, интонирует на разные манеры и тональности, слишком быстро НАУЧИЛСЯ ДАВАТЬ ЛАПУ??, активный, везде суёт свой нось, прожорливый.  Еще кусает супруга за ухо и ворует ЛЮБУЮ еду. А еще полностью подстраивается под наш режим. Не устраивает ночных тыгыдыков, а утром просто скромно ждёт нас))  Это совсем не то, что я представляла себе, но я не могу теперь представить себе другого кота))) несмотря на его конкретный характер, он также является мурчалкой и милейшеством по утрам и не только. Любим Фильку ?  Но мы так и не поняли, породистый он или нет))) и откуда он взялся на обочине дороги? Кто его выкинул и почему?..ведь он такой заяц!;https://sun9-59.userapi.com/s/v1/ig2/fUhsSgkmZOY_5vcrrjsN0QKDQ_Au-kl4QfmiIaD6cJays0xpW3nu95QPT_YJhO2Dw_13XOER29rdILwh29Ac_JAw.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x319,360x479,480x639,540x719,640x852,720x958,1080x1438,1280x1704,1440x1917,1923x2560&from=bu&u=kMmjCMZK_if4FlsrgnozuwQfOJxDZy-qKl5GSN2VHiY&cs=510x679;10913
713877;;;17010
713830;Мой Бишка, скоро нам годик ?;https://sun9-62.userapi.com/s/v1/ig2/po-vDa0M3X_5uq-HflroM0roP_foMD_XoSUqOKajLeL4vXJBTCwhx31-OpyA1hGNgQxH3EaTAy2sIRqygfQUfZVq.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280&from=bu&u=yZXCQdkBetD5150yDL2t0N2sXRvLhjdMVx9LH0hBd68&cs=510x900;13834
713809;Очень нужен совет ?? Нужны действенные капли от блох для котов. Раньше пользовались стронгхолдом, сейчас они пропали в магазинах. Может кто то подскажет еще хорошую фирму ?  Админа благодарю если пропустит данный вопрос на обсуждение ???  #вопрос@kotrastet;;6963
